"Highest.Charting.Position","Song.Name","Streams","Artist","Artist.Followers","Genre","Popularity","Danceability","Energy","Loudness","Speechiness","Acousticness","Liveness","Tempo","Valence","Chord","Weeks.Charting","Duration.ms"
17,"invisible string",4424118,"Taylor Swift",42227614,"['pop', 'post-teen pop']",71,0.653,0.452,-11.143,0.055,0.838,0.108,83.433,0.45,"E",4,252881
118,"Higher Love",4392936,"Kygo, Whitney Houston",7593792,"['edm', 'pop', 'pop dance', 'tropical house']",79,0.693,0.678,-7.159,0.0324,0.0151,0.101,103.952,0.404,"G#/Ab",33,228267
185,"Como Llora",4380308,"Juanfran",117894,"['dominican pop', 'pop reggaeton', 'urbano espanol']",67,0.827,0.629,-3.966,0.185,0.183,0.084,88.064,0.486,"F#/Gb",7,187500
50,"Walk Em Down (feat. Roddy Ricch)",4371370,"NLE Choppa",6608815,"['melodic rap', 'rap', 'trap']",74,0.867,0.744,-5.171,0.227,0.268,0.0713,84.005,0.645,"D",22,173288
74,"Wow.",4351784,"Post Malone",33663701,"['dfw rap', 'melodic rap', 'rap']",80,0.829,0.539,-7.359,0.208,0.136,0.103,99.96,0.388,"B",31,149547
13,"mirrorball",5564072,"Taylor Swift",42227614,"['pop', 'post-teen pop']",70,0.553,0.413,-10.037,0.0334,0.687,0.0594,110.107,0.379,"D",3,208978
15,"seven",5459423,"Taylor Swift",42227614,"['pop', 'post-teen pop']",69,0.596,0.488,-10.769,0.0274,0.9,0.091,94.926,0.415,"E",3,208907
18,"this is me trying",5128412,"Taylor Swift",42227614,"['pop', 'post-teen pop']",70,0.515,0.476,-9.843,0.0328,0.314,0.171,135.886,0.412,"A",3,195097
24,"betty",5112180,"Taylor Swift",42227614,"['pop', 'post-teen pop']",71,0.593,0.377,-8.761,0.0253,0.6,0.0976,95.939,0.502,"C",3,294521
157,"BLIND (feat. Young Thug)",5074613,"DaBaby",7601122,"['north carolina hip hop', 'rap']",69,0.709,0.679,-6.503,0.346,0.0115,0.0971,162.973,0.754,"B",1,153467
20,"illicit affairs",5053658,"Taylor Swift",42227614,"['pop', 'post-teen pop']",70,0.559,0.31,-10.445,0.0338,0.881,0.106,119.845,0.46,"A#/Bb",3,190898
170,"Freak",4736059,"Doja Cat",8671649,"['dance pop', 'pop']",75,0.688,0.716,-5.702,0.0385,0.0969,0.0989,116.912,0.373,"G",1,284480
180,"PUNANI",4625985,"6ix9ine",6514102,"['emo rap', 'rap']",58,0.841,0.541,-7.121,0.229,0.0186,0.123,97.961,0.42,"A",1,115255
50,"Bläulich",4599408,"Apache 207",1674348,"['german hip hop']",60,0.79,0.704,-7.935,0.417,0.069,0.113,154.007,0.212,"A#/Bb",6,196213
170,"Never Let Me Down",4522005,"VIZE, Tom Gregory",141016,"['dance pop', 'german dance', 'pop dance', 'slap house', 'tropical house']",61,0.758,0.848,-3.84,0.0457,0.21,0.114,127.96,0.706,"A#/Bb",5,153149
16,"Savage",4510218,"Megan Thee Stallion",4794212,"['houston rap', 'pop', 'pop rap', 'trap queen']",75,0.843,0.741,-5.609,0.334,0.0252,0.096,168.983,0.68,"B",20,155497
29,"mad woman",6796343,"Taylor Swift",42227614,"['pop', 'post-teen pop']",67,0.592,0.699,-8.995,0.0471,0.655,0.114,141.916,0.506,"D#/Eb",2,237258
33,"epiphany",6085522,"Taylor Swift",42227614,"['pop', 'post-teen pop']",66,0.354,0.267,-13.69,0.0281,0.731,0.0858,94.219,0.113,"C#/Db",2,289749
41,"peace",5943851,"Taylor Swift",42227614,"['pop', 'post-teen pop']",67,0.647,0.272,-12.906,0.0916,0.918,0.0918,150.044,0.339,"F",2,234000
140,"Move Ya Hips (feat. Nicki Minaj & MadeinTYO)",5768616,"A$AP Ferg",3037935,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",61,0.808,0.676,-4.902,0.223,0.0618,0.11,144.018,0.0763,"E",1,144973
141,"Sie ruft",5752169,"Apache 207",1674348,"['german hip hop']",59,0.819,0.507,-7.336,0.0881,0.482,0.105,130.009,0.634,"C#/Db",1,152013
144,"Tilidin Weg",5674945,"Bonez MC",1683006,"['german hip hop', 'hamburg hip hop']",60,0.882,0.526,-8.553,0.237,0.118,0.0835,109.075,0.182,"A#/Bb",1,180950
149,"Over Your Head",5534361,"Future, Lil Uzi Vert",10491105,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",59,0.773,0.742,-5.453,0.162,0.00198,0.558,148.949,0.35,"F",1,186843
47,"hoax",5375944,"Taylor Swift",42227614,"['pop', 'post-teen pop']",66,0.662,0.181,-15.065,0.0415,0.966,0.133,118.819,0.429,"G#/Ab",2,220043
25,"Blood On My Jeans",4978899,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",73,0.868,0.55,-6.417,0.226,0.183,0.109,117.943,0.464,"F#/Gb",4,154767
171,"Narrow Road (feat. Lil Baby)",4828004,"NLE Choppa",3372385,"['memphis hip hop']",64,0.614,0.553,-8.225,0.169,0.0306,0.203,159.999,0.161,"G",1,240297
26,"Amarillo",4695091,"J Balvin",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",73,0.641,0.857,-5.725,0.301,0.013,0.0695,122.728,0.961,"C#/Db",20,157733
179,"Singapur",4661170,"El Alfa, Chael Produciendo",1779640,"['dembow', 'latin', 'rap dominicano', 'reggaeton', 'trap latino']",69,0.853,0.909,-2.473,0.229,0.0522,0.129,112.987,0.803,"G",3,178407
42,"Tattoo",4588064,"Rauw Alejandro",6096559,"['puerto rican pop', 'trap latino']",78,0.848,0.637,-5.132,0.156,0.0413,0.0521,96.988,0.698,"A",24,222680
86,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",4583475,"Ty Dolla $ign",3866304,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",71,0.818,0.598,-5.948,0.113,0.0573,0.634,111.052,0.331,"A#/Bb",5,231618
33,"Morado",4561936,"J Balvin",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']",71,0.881,0.696,-3.838,0.0797,0.137,0.0927,97.002,0.781,"B",30,200667
101,"ocean eyes",4476954,"Billie Eilish",1251372,"[]",1,0.358,0.372,-7.664,0.0464,0.81,0.0877,144.833,0.16,"E",22,200387
82,"Lion King On Ice",8293983,"J. Cole",14103694,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",64,0.732,0.663,-7.616,0.192,0.0819,0.115,139.964,0.227,"F#/Gb",1,210587
147,"Andere Welt",5600868,"Capital Bra, Clueso, KC Rebell",4093115,"['german hip hop']",60,0.692,0.764,-5.233,0.113,0.574,0.106,84.029,0.564,"F",1,189686
163,"TELL ME WHY",5056986,"The Kid LAROI",2238190,"['australian hip hop']",71,0.6,0.723,-4.928,0.158,0.109,0.167,149.881,0.463,"F#/Gb",1,195268
37,"Stay High",5047752,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",75,0.745,0.5,-6.184,0.135,0.439,0.0943,76.968,0.433,"G#/Ab",3,168685
161,"What Makes You Beautiful",4966428,"One Direction",22536304,"['boy band', 'pop', 'post-teen pop', 'talent show']",82,0.726,0.787,-2.494,0.0737,0.009,0.0596,124.99,0.888,"E",2,199987
174,"Shit Changed",4823401,"Ufo361, Sonus030",1700759,"['german cloud rap', 'german hip hop']",52,0.824,0.528,-9.236,0.175,0.144,0.104,157.005,0.32,"A",1,183839
35,"Tell Me U Luv Me (with Trippie Redd)",4798078,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",72,0.66,0.76,-5.726,0.0787,0.291,0.632,127.984,0.394,"D",6,180129
27,"Bad Energy",4761155,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",72,0.654,0.452,-6.36,0.0439,0.17,0.114,138.034,0.532,"G",3,186749
24,"Titanic",4687464,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",71,0.567,0.545,-6.668,0.0448,0.168,0.112,174.146,0.234,"C#/Db",3,176650
31,"Skechers",4669248,"DripReport",92356,"['viral rap']",73,0.903,0.327,-9.727,0.0877,0.26,0.108,100.008,0.274,"C#/Db",20,106000
47,"The Bigger Picture",4629083,"Lil Baby",7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",70,0.59,0.618,-5.756,0.334,0.0127,0.244,96.459,0.153,"C#/Db",7,252729
195,"Story of My Life",4628772,"One Direction",22536304,"['boy band', 'pop', 'post-teen pop', 'talent show']",81,0.6,0.663,-5.802,0.0477,0.225,0.119,121.07,0.286,"D#/Eb",1,245493
196,"Hit My Line",4621205,"Logic",5449291,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",60,0.62,0.786,-5.22,0.167,0.143,0.46,164.057,0.679,"A",1,265191
10,"Party Girl (Remix)",15129295,"StaySolidRocky, Lil Uzi Vert",150587,"['melodic rap']",62,0.752,0.375,-10.157,0.204,0.533,0.175,129.995,0.591,"F#/Gb",2,147673
43,"Up Up And Away",6229316,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",72,0.661,0.665,-6.356,0.053,0.538,0.0981,75.059,0.486,"E",2,147548
46,"Man Of The Year",6223001,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",73,0.621,0.695,-5.124,0.0911,0.00584,0.086,173.966,0.298,"E",2,136408
36,"Fighting Demons",5946573,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",70,0.707,0.67,-6.328,0.257,0.0813,0.098,163.099,0.235,"G",2,200629
49,"Can't Die",5777859,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",71,0.652,0.671,-5.89,0.0756,0.0222,0.107,84.008,0.274,"D",2,182922
44,"Screw Juice",5394197,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",69,0.595,0.528,-7.371,0.0935,0.082,0.142,150.075,0.515,"F",2,179464
129,"Past Life (with Selena Gomez)",5228433,"Trevor Daniel",632097,"['alternative r&b', 'melodic rap', 'pop rap']",47,0.575,0.543,-5.062,0.0529,0.102,0.176,159.905,0.283,"D#/Eb",4,186480
45,"I Want It",5137482,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",69,0.288,0.638,-6.935,0.0779,0.133,0.14,66.424,0.147,"E",2,173114
56,"Ransom",5097394,"Lil Tecca",4022792,"['melodic rap', 'rap', 'trap']",80,0.745,0.642,-6.257,0.287,0.0204,0.0658,179.974,0.226,"G",30,131240
49,"Diosa",4868180,"Myke Towers",6161098,"['trap latino']",74,0.801,0.745,-3.733,0.063,0.398,0.153,104.965,0.245,"F#/Gb",23,214013
169,"Never Know (feat. SHIRIN DAVID)",4803071,"Luciano",942380,"['german drill', 'german hip hop']",60,0.874,0.542,-7.064,0.344,0.0621,0.181,142.016,0.481,"A#/Bb",1,196933
5,"La Difícil",4727554,"Bad Bunny",36177712,"['latin', 'reggaeton', 'trap latino']",78,0.685,0.848,-4.561,0.0858,0.0861,0.0783,179.87,0.761,"G#/Ab",21,163084
20,"TROLLZ (with Nicki Minaj)",4700152,"6ix9ine",6514102,"['emo rap', 'rap']",65,0.744,0.422,-8.946,0.294,0.0319,0.11,180.006,0.493,"C#/Db",6,202667
44,"Old Town Road - Remix",4643817,"Lil Nas X, Billy Ray Cyrus",5488666,"['lgbtq+ hip hop', 'pop rap']",81,0.878,0.619,-5.56,0.102,0.0533,0.113,136.041,0.639,"F#/Gb",30,157067
67,"The Adventures of Moon Man & Slim Shady (with Eminem)",4639929,"Kid Cudi",5002317,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",67,0.88,0.787,-5.189,0.118,0.226,0.12,113.018,0.588,"G#/Ab",2,264834
25,"China",4627026,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",77,0.786,0.808,-3.702,0.0882,0.0846,0.0822,105.027,0.609,"G",30,301714
29,"Hola - Remix",4617726,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",3600989,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",77,0.654,0.672,-5.98,0.311,0.471,0.0781,181.857,0.343,"C",30,249520
6,"Ignorantes",4613982,"Bad Bunny, Sech",36177712,"['latin', 'reggaeton', 'trap latino']",74,0.85,0.536,-5.161,0.0599,0.267,0.0996,96.029,0.505,"C#/Db",23,210607
2,"Yummy",4599349,"Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']",72,0.687,0.514,-6.612,0.0897,0.366,0.116,145.921,0.494,"A",29,210427
29,"High Fashion (feat. Mustard)",4592772,"Roddy Ricch",6608815,"['melodic rap', 'rap', 'trap']",77,0.831,0.499,-8.442,0.114,0.269,0.3,97.956,0.511,"B",28,220487
69,"Like That (feat. Gucci Mane)",4565377,"Doja Cat",8671649,"['dance pop', 'pop']",77,0.879,0.498,-6.027,0.18,0.239,0.0967,106.044,0.405,"E",19,163173
132,"Goodbyes (feat. Young Thug)",4527742,"Post Malone",33663701,"['dfw rap', 'melodic rap', 'rap']",78,0.548,0.653,-3.875,0.081,0.456,0.103,150.068,0.163,"F",7,174853
23,"BOP",4496450,"DaBaby",7601122,"['north carolina hip hop', 'rap']",80,0.769,0.787,-3.909,0.367,0.189,0.129,126.77,0.836,"B",30,159715
21,"Sigues Con El",4485060,"Dímelo Flow, Arcangel, Sech",231580,"['latin', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",75,0.883,0.668,-2.957,0.113,0.11,0.0734,87.972,0.676,"A",30,226533
78,"Anxiety - Intro",8449557,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",60,0.307,0.528,-11.337,0.108,0.972,0.222,174.795,0.58,"B",1,70395
112,"Juice WRLD Speaks From Heaven - Outro",6682917,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",59,0.392,0.373,-14.097,0.0968,0.991,0.545,121.678,0.519,"C",1,30583
113,"The Man, The Myth, The Legend - Interlude",6640728,"Juice WRLD",19102888,"['chicago rap', 'melodic rap']",58,0.667,0.447,-14.625,0.761,0.916,0.612,83.534,0.829,"D",1,136545
129,"Tiefschwarz (feat. Samra)",5867111,"Kontra K",1818624,"['christlicher rap', 'german hip hop']",62,0.751,0.783,-5.926,0.22,0.0715,0.114,94.003,0.379,"G",1,189739
57,"Wash Us In The Blood",5586085,"Kanye West, Travis Scott",14624703,"['chicago rap', 'rap']",64,0.67,0.847,-4.85,0.409,0.184,0.304,137.22,0.381,"A#/Bb",3,189827
53,"Gangstas",5104422,"Pop Smoke",6852509,"['brooklyn drill']",71,0.548,0.506,-7.434,0.102,0.203,0.0788,119.987,0.557,"E",2,160000
164,"Monster",5030481,"Red Velvet - IRENE & SEULGI",383695,"['k-pop']",70,0.631,0.748,-2.569,0.0488,0.212,0.537,115.665,0.351,"E",1,178413
139,"YAYA",4729070,"6ix9ine",6514102,"['emo rap', 'rap']",60,0.672,0.733,-5.377,0.0566,0.00289,0.199,105.043,0.354,"B",2,149857
174,"Narcos",4633313,"Anuel AA",18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",68,0.614,0.746,-3.527,0.196,0.347,0.0874,168.072,0.601,"A#/Bb",2,259250
105,"This City",4597406,"Sam Fischer",122883,"['alt z', 'australian pop', 'dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'uk pop']",80,0.605,0.377,-6.213,0.0443,0.733,0.0808,73.877,0.519,"B",13,194853
64,"Make It Rain (feat. Rowdy Rebel)",4594248,"Pop Smoke",6852509,"['brooklyn drill']",62,0.5,0.767,-4.105,0.403,0.162,0.385,159.477,0.58,"C#/Db",2,202443
46,"Lalala",4541965,"Y2K, bbno$",268766,"['pop rap']",77,0.843,0.39,-7.899,0.0846,0.178,0.137,129.972,0.495,"D",29,160627
79,"Something Special",4535580,"Pop Smoke",6852509,"['brooklyn drill']",72,0.739,0.616,-6.963,0.0338,0.252,0.101,91.071,0.654,"G",2,158466
58,"Aim For The Moon (feat. Quavo)",9011502,"Pop Smoke",6852509,"['brooklyn drill']",67,0.713,0.605,-7.487,0.107,0.497,0.115,142.025,0.432,"B",1,175756
63,"44 BullDog",8443771,"Pop Smoke",6852509,"['brooklyn drill']",66,0.8,0.564,-5.817,0.4,0.0287,0.112,139.989,0.318,"G#/Ab",1,150857
88,"Creature (feat. Swae Lee)",7308690,"Pop Smoke",6852509,"['brooklyn drill']",66,0.794,0.717,-5.73,0.251,0.0511,0.195,141.881,0.372,"G",1,202816
95,"Yea Yea",7112419,"Pop Smoke",6852509,"['brooklyn drill']",63,0.717,0.474,-8.383,0.403,0.0509,0.139,123.906,0.448,"F",1,185804
100,"Enjoy Yourself (feat. Karol G)",6620040,"Pop Smoke",6852509,"['brooklyn drill']",70,0.764,0.676,-6.761,0.0927,0.389,0.215,97.02,0.461,"B",1,197938
114,"Bad Bitch From Tokyo (Intro)",6144736,"Pop Smoke",6852509,"['brooklyn drill']",59,0.645,0.64,-6.871,0.179,0.395,0.286,140.248,0.674,"A#/Bb",1,48000
117,"Snitching (feat. Quavo & Future)",6102253,"Pop Smoke",6852509,"['brooklyn drill']",59,0.944,0.579,-4.961,0.191,0.0381,0.253,135.033,0.769,"G#/Ab",1,259346
121,"West Coast Shit (feat. Tyga & Quavo)",5931242,"Pop Smoke",6852509,"['brooklyn drill']",61,0.831,0.762,-5.656,0.207,0.0885,0.107,99.999,0.495,"B",1,192000
72,"Deep End Freestyle",5280810,"Sleepy Hallow, Fousheé",411262,"['brooklyn drill', 'nyc rap']",72,0.868,0.479,-6.687,0.445,0.703,0.102,133.928,0.776,"E",8,115200
56,"Tommy Lee (feat. Post Malone)",5031845,"Tyla Yaweh",359133,"['cali rap', 'melodic rap', 'pop rap', 'rap', 'trap']",73,0.457,0.621,-5.923,0.138,0.218,0.0944,85.359,0.634,"A#/Bb",4,224638
158,"Tunnel Vision (Outro)",4907751,"Pop Smoke",6852509,"['brooklyn drill']",60,0.718,0.66,-7.39,0.325,0.363,0.159,142.879,0.659,"D",1,132587
7,"Si Veo a Tu Mamá",4638728,"Bad Bunny",36177712,"['latin', 'reggaeton', 'trap latino']",80,0.9,0.603,-5.313,0.0646,0.402,0.134,129.928,0.824,"D",19,170972
177,"Prospect (ft. Lil Baby)",4571916,"iann dior",1276292,"['melodic rap', 'pop rap']",68,0.816,0.579,-6.097,0.0867,0.203,0.127,120.078,0.43,"C#/Db",2,226314
55,"No Me Conoce - Remix",4501188,"Jhay Cortez, J Balvin, Bad Bunny",2435159,"['latin', 'reggaeton', 'trap latino']",77,0.806,0.786,-3.831,0.0741,0.145,0.0935,91.973,0.58,"A#/Bb",28,309120
189,"El Manual",4470597,"Anuel AA",18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",67,0.843,0.845,-2.344,0.0503,0.35,0.0527,126.989,0.898,"C",1,210624
181,"Thunder",4468668,"Imagine Dragons",35299488,"['modern rock', 'pop', 'rock']",83,0.605,0.822,-4.833,0.0438,0.00671,0.147,167.997,0.288,"C",8,187147
158,"El Efecto - Remix",4433384,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",6096559,"['puerto rican pop', 'trap latino']",73,0.771,0.769,-3.504,0.0694,0.18,0.345,167.969,0.931,"C",9,289899
122,"Better Now",4431571,"Post Malone",33663701,"['dfw rap', 'melodic rap', 'rap']",81,0.68,0.578,-5.804,0.04,0.331,0.135,145.038,0.341,"A#/Bb",27,231267
185,"Don't Stop Believin'",4394985,"Journey",3731820,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",81,0.5,0.748,-9.072,0.0363,0.127,0.447,118.852,0.514,"E",2,250987
90,"BLACK PARADE",5474807,"Beyoncé",28335112,"['dance pop', 'pop', 'post-teen pop', 'r&b']",61,0.824,0.555,-5.817,0.05,0.00337,0.217,120.002,0.0611,"C#/Db",2,281273
123,"XXL",5415994,"Miksu / Macloud, Summer Cem, Luciano, Jamule",30683,"['german hip hop']",64,0.798,0.527,-7.671,0.0447,0.227,0.108,114.008,0.548,"F",1,166173
70,"Salt",4874960,"Ava Max",1251372,"[]",1,0.693,0.835,-3.242,0.0624,0.131,0.073,128.052,0.744,"F#/Gb",14,180283
52,"Daisies",4838067,"Katy Perry",18936929,"['dance pop', 'pop', 'post-teen pop']",68,0.639,0.546,-5.382,0.0407,0.0837,0.122,122.179,0.149,"C#/Db",7,173124
142,"Emotionally Scarred",4633237,"Lil Baby",7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",71,0.585,0.641,-4.269,0.133,0.0286,0.316,88.284,0.266,"F#/Gb",3,197530
32,"Myron",4593309,"Lil Uzi Vert",11821805,"['melodic rap', 'philly rap', 'rap', 'trap']",76,0.771,0.654,-6.976,0.298,0.055,0.214,155.047,0.573,"G#/Ab",16,224955
67,"MORE & MORE",4592745,"TWICE",9998991,"['k-pop', 'k-pop girl group']",70,0.739,0.841,-4.162,0.06,0.0312,0.173,106.99,0.562,"F",5,199653
166,"Girls in the Hood",4577209,"Megan Thee Stallion",4794212,"['houston rap', 'pop', 'pop rap', 'trap queen']",72,0.821,0.863,-3.159,0.353,0.00824,0.0377,180.013,0.874,"F#/Gb",1,154324
169,"Parasite Eve",4545883,"Bring Me The Horizon",3912138,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']",67,0.589,0.797,-5.464,0.15,0.0289,0.383,102.489,0.232,"A",1,291813
78,"Sucker",4543863,"Jonas Brothers",5436999,"['boy band', 'dance pop', 'pop', 'post-teen pop']",81,0.842,0.734,-5.065,0.0588,0.0427,0.106,137.958,0.952,"C#/Db",27,181027
147,"I Like Me Better",4430642,"Lauv",4442273,"['dance pop', 'electropop', 'pop', 'post-teen pop']",82,0.752,0.505,-7.621,0.253,0.535,0.104,91.97,0.419,"A",27,197437
116,"High Hopes",4426791,"Panic! At The Disco",10850424,"['modern rock']",81,0.579,0.904,-2.729,0.0618,0.193,0.064,82.014,0.681,"F",21,190947
88,"Money In The Grave (Drake ft. Rick Ross)",4403348,"Drake",56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",78,0.831,0.502,-4.045,0.046,0.101,0.122,100.541,0.101,"A#/Bb",27,205427
25,"Say So (feat. Nicki Minaj)",4385148,"Doja Cat",8671649,"['dance pop', 'pop']",69,0.856,0.641,-4.64,0.204,0.119,0.427,111.004,0.745,"B",9,206221
189,"Karaoke",4374448,"Boomdabash, Alessandra Amoroso",1251372,"[]",0,0.929,0.625,-5.728,0.14,0.289,0.386,122.03,0.578,"C#/Db",1,156493
36,"Know Your Worth",4374392,"Khalid, Disclosure",14190858,"['pop']",76,0.79,0.694,-7.726,0.0708,0.145,0.281,103.007,0.508,"A",21,181436
26,"No Idea",4369849,"Don Toliver",1606884,"['rap', 'trap']",80,0.652,0.631,-5.718,0.0893,0.524,0.165,127.998,0.35,"F#/Gb",27,154424
145,"Airwaves",4352767,"Pashanim",208926,"['german alternative rap', 'german drill', 'german hip hop', 'german trap']",71,0.885,0.578,-7.416,0.0783,0.0739,0.102,131.999,0.388,"F",7,178933
196,"Kill This Love",4341050,"BLACKPINK",23848461,"['k-pop', 'k-pop girl group']",76,0.763,0.835,-5.234,0.191,0.323,0.225,131.875,0.645,"D",1,191050
68,"Lights Up",4325411,"Harry Styles",16127908,"['pop', 'post-teen pop']",75,0.575,0.621,-8.165,0.032,0.0392,0.141,101.987,0.27,"A#/Bb",24,172213
14,"Lose You To Love Me",4322088,"Selena Gomez",28931149,"['dance pop', 'pop', 'post-teen pop']",81,0.488,0.343,-8.985,0.0436,0.556,0.21,102.819,0.0978,"E",27,206459
94,"Girls Like You (feat. Cardi B)",4318772,"Maroon 5",32279979,"['pop', 'pop rock']",66,0.851,0.541,-6.825,0.0505,0.568,0.13,124.959,0.448,"C",18,235545
47,"PA' ROMPERLA",4312675,"Bad Bunny, Don Omar",36177712,"['latin', 'reggaeton', 'trap latino']",72,0.772,0.83,-5.019,0.0599,0.016,0.0843,94.011,0.697,"G",8,194200
83,"VACATION",6883487,"Tyga",6298789,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",51,0.821,0.61,-6.22,0.0959,0.0247,0.185,110.973,0.47,"C#/Db",1,192936
86,"Big Body Benz",6707101,"Bonez MC",1683006,"['german hip hop', 'hamburg hip hop']",61,0.884,0.451,-8.969,0.393,0.0731,0.268,94.024,0.311,"A",1,148284
104,"Ich weiß nicht mal wie sie heißt",5827600,"Capital Bra, Bozza",4093115,"['german hip hop']",57,0.498,0.836,-3.905,0.184,0.525,0.0994,199.846,0.609,"A#/Bb",1,168750
101,"Fútbol & Rumba (feat. Enrique Iglesias)",5124116,"Anuel AA",18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",67,0.735,0.916,-2.082,0.117,0.397,0.0918,167.994,0.691,"D",4,221429
131,"Bleed",5095478,"A Boogie Wit da Hoodie",5865895,"['melodic rap', 'pop rap', 'rap', 'trap']",61,0.698,0.572,-7.735,0.198,0.135,0.154,71.446,0.391,"D",1,176959
134,"Snow On Tha Bluff",5060764,"J. Cole",14103694,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",66,0.586,0.512,-8.819,0.0668,0.723,0.119,75.857,0.235,"G#/Ab",1,235480
113,"Djomb - Bien ou quoi",4924714,"Bosh",300500,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']",64,0.945,0.676,-6.6,0.207,0.172,0.322,123.109,0.631,"C#/Db",2,141893
84,"In Your Eyes (feat. Alida)",4654587,"Alida, Robin Schulz",2786366,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",71,0.57,0.672,-5.888,0.0716,0.172,0.0768,120.018,0.461,"G#/Ab",15,208222
13,"Stupid Love",4609858,"Lady Gaga",1251372,"[]",0,0.68,0.825,-4.296,0.0702,0.00173,0.27,117.987,0.784,"G#/Ab",14,193533
93,"Shotta Flow 5",4513982,"NLE Choppa",3372385,"['memphis hip hop']",62,0.806,0.749,-5.268,0.328,0.0838,0.0621,140.032,0.77,"C#/Db",2,145167
145,"IDK You Yet",4473413,"Alexander 23",207170,"['alt z', 'indie cafe pop', 'pop', 'post-teen pop', 'social media pop']",79,0.648,0.308,-11.729,0.04,0.886,0.124,76.997,0.198,"C#/Db",5,184638
75,"Piece Of Your Heart",4422905,"MEDUZA, Goodboys",441714,"['dance pop', 'edm', 'pop dance', 'pop house', 'tropical house']",79,0.677,0.744,-6.806,0.0295,0.0404,0.074,124.08,0.631,"A#/Bb",25,152913
